seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
180,S100UT84,E36720,,,阿部　英司,,60.0,020002,350.0,,,2024-11-19 17:10,変更報告書（短期大量譲渡）,E02735,,,,,,0,0,0,1,1,0,0,1,1
181,S100UTA1,E40187,,,遠藤　幸一,,60.0,010000,350.0,,,2024-11-19 17:12,大量保有報告書,E02735,,,,,,0,0,0,1,1,0,0,1,1
1,S100USZM,E03575,83660.0,6160001000993.0,株式会社滋賀銀行,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-20 09:00,半期報告書－第138期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
2,S100USQN,E13447,,2010401045054.0,ＳＢＩアセットマネジメント株式会社,G15390,30.0,04A000,30.0,,,2024-11-20 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
3,S100ULEN,E14714,,2010001090483.0,キャピタル　アセットマネジメント株式会社,G10518,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:00,有価証券報告書（内国投資信託受益証券）－第20期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
4,S100UTAX,E38468,,4500001007246.0,ＰＨＣ株式会社,,60.0,020002,350.0,,,2024-11-20 09:00,変更報告書（短期大量譲渡）,E38443,,,,S100QFT4,,0,0,0,1,1,0,0,1,1
5,S100UKAX,E10439,,4010001027269.0,ピクテ・ジャパン株式会社,G11552,30.0,04A000,30.0,,,2024-11-20 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100USP9,E03575,83660.0,6160001000993.0,株式会社滋賀銀行,,10.0,042000,135.0,,,2024-11-20 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
7,S100USPA,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G04702,30.0,995000,180.0,,,2024-11-20 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
8,S100UI8Q,E12450,,6010401037394.0,ラッセル・インベストメント株式会社,G08273,30.0,04A000,30.0,,,2024-11-20 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100UKB0,E10439,,4010001027269.0,ピクテ・ジャパン株式会社,G11552,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:00,半期報告書（内国投資信託受益証券）－第9期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
10,S100UJJD,E10439,,4010001027269.0,ピクテ・ジャパン株式会社,G13195,30.0,04A000,30.0,,,2024-11-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100UIHC,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G11614,30.0,10A000,160.0,2024-02-22,2025-02-21,2024-11-20 09:01,半期報告書（内国投資信託受益証券）－第9期(2024/02/22－2025/02/21),,,,,,,0,0,0,1,1,0,0,1,1
12,S100UJVS,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G04618,30.0,995000,180.0,,,2024-11-20 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
13,S100USMD,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G08721,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:01,半期報告書（内国投資信託受益証券）－第13期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
14,S100USPB,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G14328,30.0,995000,180.0,,,2024-11-20 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
15,S100UJJE,E10439,,4010001027269.0,ピクテ・ジャパン株式会社,G13195,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:01,半期報告書（内国投資信託受益証券）－第7期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
16,S100UKB2,E10439,,4010001027269.0,ピクテ・ジャパン株式会社,G12579,30.0,04A000,30.0,,,2024-11-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
17,S100UKB7,E10439,,4010001027269.0,ピクテ・ジャパン株式会社,G12579,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:02,半期報告書（内国投資信託受益証券）－第8期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
18,S100UO2H,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G08721,30.0,04A001,40.0,,,2024-11-20 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TE1L,,0,0,0,1,1,1,0,1,1
19,S100UIFH,E12441,,3010001062358.0,ＳＢＩ岡三アセットマネジメント株式会社,G04679,30.0,995000,180.0,,,2024-11-20 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
20,S100UD3E,E12566,,2010001066780.0,イーストスプリング・インベストメンツ株式会社,G06861,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:02,有価証券報告書（内国投資信託受益証券）－第32期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
21,S100UPYW,E06748,,2010001049257.0,大和アセットマネジメント株式会社,G10284,30.0,07A000,120.0,2024-02-28,2024-08-27,2024-11-20 09:03,有価証券報告書（内国投資信託受益証券）－第21期(2024/02/28－2024/08/27),,,,,,,0,0,0,1,1,1,0,1,1
22,S100UJVW,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G05241,30.0,995000,180.0,,,2024-11-20 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
23,S100UD3D,E12566,,2010001066780.0,イーストスプリング・インベストメンツ株式会社,G06861,30.0,04A000,30.0,,,2024-11-20 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
24,S100UQE2,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12100,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:03,有価証券報告書（内国投資信託受益証券）－第17期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
25,S100USRH,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G03286,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:03,半期報告書（内国投資信託受益証券）－第23期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
26,S100UIH1,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G11614,30.0,04A000,30.0,,,2024-11-20 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
27,S100UBW9,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G12735,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-20 09:04,有価証券報告書（内国投資信託受益証券）－第7期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
28,S100UPYZ,E06748,,2010001049257.0,大和アセットマネジメント株式会社,G10284,30.0,04A000,30.0,,,2024-11-20 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
29,S100ULEM,E14714,,2010001090483.0,キャピタル　アセットマネジメント株式会社,G10518,30.0,04A000,30.0,,,2024-11-20 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
30,S100UE07,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G14968,30.0,07A000,120.0,2023-09-29,2024-08-20,2024-11-20 09:04,有価証券報告書（内国投資信託受益証券）－第1期(2023/09/29－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
31,S100UQDY,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12100,30.0,04A000,30.0,,,2024-11-20 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
32,S100UIFI,E12441,,3010001062358.0,ＳＢＩ岡三アセットマネジメント株式会社,G04893,30.0,995000,180.0,,,2024-11-20 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
33,S100UPIT,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G03286,30.0,04A001,40.0,,,2024-11-20 09:04,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TEDZ,,0,0,0,1,1,1,0,1,1
34,S100UJW0,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G07112,30.0,995000,180.0,,,2024-11-20 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
35,S100UD3I,E12425,,5010001048652.0,フランクリン・テンプルトン・ジャパン株式会社,G13581,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:05,有価証券報告書（内国投資信託受益証券）－第23期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
36,S100USRG,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G08320,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:05,半期報告書（内国投資信託受益証券）－第14期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
37,S100UD3H,E12425,,5010001048652.0,フランクリン・テンプルトン・ジャパン株式会社,G13581,30.0,04A000,30.0,,,2024-11-20 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
38,S100UI8R,E12450,,6010401037394.0,ラッセル・インベストメント株式会社,G12616,30.0,04A000,30.0,,,2024-11-20 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
39,S100UMCN,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G12418,30.0,04A001,40.0,,,2024-11-20 09:06,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TC9H,,0,0,0,1,1,1,0,1,1
40,S100UP8J,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G08320,30.0,04A001,40.0,,,2024-11-20 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TEJ2,,0,0,0,1,1,1,0,1,1
41,S100UMCM,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G12418,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:07,有価証券報告書（内国投資信託受益証券）－第15期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
42,S100UBW8,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G12735,30.0,04A000,30.0,,,2024-11-20 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
43,S100UDG5,E30994,,8010001036852.0,いちよしアセットマネジメント株式会社,G13851,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-20 09:07,有価証券報告書（内国投資信託受益証券）－第4期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
44,S100UDG4,E30994,,8010001036852.0,いちよしアセットマネジメント株式会社,G13851,30.0,04A000,30.0,,,2024-11-20 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
45,S100USSB,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G11688,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:08,半期報告書（内国投資信託受益証券）－第9期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
46,S100UMCS,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G14442,30.0,04A001,40.0,,,2024-11-20 09:08,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TC9M,,0,0,0,1,1,1,0,1,1
47,S100UDZQ,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G14968,30.0,04A000,30.0,,,2024-11-20 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
48,S100UPV3,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G01773,30.0,995000,180.0,,,2024-11-20 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
49,S100UMCP,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G14442,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:08,有価証券報告書（内国投資信託受益証券）－第5期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
50,S100UPV6,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G03590,30.0,995000,180.0,,,2024-11-20 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
51,S100UQ9W,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G11688,30.0,04A001,40.0,,,2024-11-20 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TE4H,,0,0,0,1,1,1,0,1,1
52,S100ULFO,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G13490,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:09,半期報告書（内国投資信託受益証券）－第6期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
53,S100URFH,E06748,,2010001049257.0,大和アセットマネジメント株式会社,G12608,30.0,995000,180.0,,,2024-11-20 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
54,S100UMCL,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G13697,30.0,04A001,40.0,,,2024-11-20 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TC9Q,,0,0,0,1,1,1,0,1,1
55,S100UDFL,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G08760,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:09,半期報告書（内国投資信託受益証券）－第13期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
56,S100UPV8,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G03764,30.0,995000,180.0,,,2024-11-20 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
57,S100UN6D,E06479,,7010401061146.0,インベスコ・アセット・マネジメント株式会社,G12188,30.0,04A000,30.0,,,2024-11-20 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
58,S100UPVA,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G04118,30.0,995000,180.0,,,2024-11-20 09:10,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
59,S100UDFJ,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G08760,30.0,04A000,30.0,,,2024-11-20 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
60,S100UMCT,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G13697,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:10,有価証券報告書（内国投資信託受益証券）－第9期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
61,S100USRF,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G11687,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:10,半期報告書（内国投資信託受益証券）－第9期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
62,S100UPVC,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G04791,30.0,995000,180.0,,,2024-11-20 09:10,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
63,S100UN6I,E06479,,7010401061146.0,インベスコ・アセット・マネジメント株式会社,G12188,30.0,07A000,120.0,2024-02-23,2024-08-22,2024-11-20 09:10,有価証券報告書（内国投資信託受益証券）－第16期(2024/02/23－2024/08/22),,,,,,,0,0,0,1,1,1,0,1,1
64,S100UDFQ,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G08761,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:10,半期報告書（内国投資信託受益証券）－第13期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
65,S100UI8T,E12450,,6010401037394.0,ラッセル・インベストメント株式会社,G12617,30.0,04A000,30.0,,,2024-11-20 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
66,S100UM6T,E30703,,1010001106942.0,マニュライフ・インベストメント・マネジメント株式会社,G11717,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:10,有価証券報告書（内国投資信託受益証券）－第24期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
67,S100UPEE,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G11687,30.0,04A001,40.0,,,2024-11-20 09:11,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TEBE,,0,0,0,1,1,1,0,1,1
68,S100UPVF,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G04818,30.0,995000,180.0,,,2024-11-20 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
69,S100UDFP,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G08761,30.0,04A000,30.0,,,2024-11-20 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
70,S100UQ78,E12434,,7010001031160.0,ＳＯＭＰＯアセットマネジメント株式会社,G06853,30.0,995000,180.0,,,2024-11-20 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
71,S100UPVH,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G05309,30.0,995000,180.0,,,2024-11-20 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
72,S100UDFO,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G09231,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:11,半期報告書（内国投資信託受益証券）－第12期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
73,S100USMP,E06433,,3010001034076.0,東京海上アセットマネジメント株式会社,G15236,30.0,995000,180.0,,,2024-11-20 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
74,S100UQG7,E09666,,9010001062807.0,アムンディ・ジャパン株式会社,G01425,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:11,有価証券報告書（内国投資信託受益証券）－第48期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
75,S100UPVK,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G07151,30.0,995000,180.0,,,2024-11-20 09:12,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
76,S100UOUJ,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G08972,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-20 09:12,有価証券報告書（内国投資信託受益証券）－第12期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
77,S100UQ81,E12434,,7010001031160.0,ＳＯＭＰＯアセットマネジメント株式会社,G08472,30.0,995000,180.0,,,2024-11-20 09:12,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
78,S100UDFN,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G09231,30.0,04A000,30.0,,,2024-11-20 09:12,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
79,S100ULLR,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G06856,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-20 09:12,有価証券報告書（内国投資信託受益証券）－第17期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
80,S100UPVM,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G10964,30.0,995000,180.0,,,2024-11-20 09:12,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
81,S100UDFT,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G09232,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:13,半期報告書（内国投資信託受益証券）－第12期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
82,S100UPVP,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G11192,30.0,995000,180.0,,,2024-11-20 09:13,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
83,S100ULLS,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G06856,30.0,04A000,30.0,,,2024-11-20 09:13,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
84,S100UOCE,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G08972,30.0,04A000,30.0,,,2024-11-20 09:13,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
85,S100UPVQ,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G11526,30.0,995000,180.0,,,2024-11-20 09:13,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
86,S100UDFR,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G09232,30.0,04A000,30.0,,,2024-11-20 09:13,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
87,S100UPVT,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G12401,30.0,995000,180.0,,,2024-11-20 09:14,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
88,S100USVS,E06264,,6010001098507.0,ＪＰモルガン・アセット・マネジメント株式会社,G13435,30.0,995000,180.0,,,2024-11-20 09:14,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
89,S100UQG9,E09666,,9010001062807.0,アムンディ・ジャパン株式会社,G01425,30.0,04A000,30.0,,,2024-11-20 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
90,S100UDFW,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G10425,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:14,半期報告書（内国投資信託受益証券）－第11期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
91,S100UPVX,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G12443,30.0,995000,180.0,,,2024-11-20 09:14,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
92,S100ULFK,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G13490,30.0,04A000,30.0,,,2024-11-20 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
93,S100USVW,E06264,,6010001098507.0,ＪＰモルガン・アセット・マネジメント株式会社,G05280,30.0,995000,180.0,,,2024-11-20 09:14,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
94,S100UDFV,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G10425,30.0,04A000,30.0,,,2024-11-20 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
95,S100UPW2,E11518,,9010001034450.0,三菱ＵＦＪアセットマネジメント株式会社,G15068,30.0,995000,180.0,,,2024-11-20 09:14,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
96,S100USVU,E06264,,6010001098507.0,ＪＰモルガン・アセット・マネジメント株式会社,G13437,30.0,995000,180.0,,,2024-11-20 09:14,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
97,S100USSA,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G15115,30.0,07A000,120.0,2024-03-06,2024-09-05,2024-11-20 09:15,有価証券報告書（内国投資信託受益証券）－第2期(2024/03/06－2024/09/05),,,,,,,0,0,0,1,1,1,0,1,1
98,S100ULLW,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G10613,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:15,半期報告書（内国投資信託受益証券）－第11期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
99,S100UI8U,E12450,,6010401037394.0,ラッセル・インベストメント株式会社,G08273,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-20 09:15,有価証券報告書（内国投資信託受益証券）－第27期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
100,S100UDG0,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G10655,30.0,10A000,160.0,2024-02-21,2025-02-20,2024-11-20 09:15,半期報告書（内国投資信託受益証券）－第11期(2024/02/21－2025/02/20),,,,,,,0,0,0,1,1,0,0,1,1
101,S100UM6Q,E30703,,1010001106942.0,マニュライフ・インベストメント・マネジメント株式会社,G11717,30.0,04A000,30.0,,,2024-11-20 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
102,S100ULLY,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G10613,30.0,04A000,30.0,,,2024-11-20 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
103,S100UDFY,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G10655,30.0,04A000,30.0,,,2024-11-20 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
104,S100UQZW,E12963,,2010401034817.0,ステート・ストリート・グローバル・アドバイザーズ株式会社,G15115,30.0,04A001,40.0,,,2024-11-20 09:16,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100SHBM,,0,0,0,1,1,1,0,1,1
105,S100UDG3,E14415,,2010001066608.0,シンプレクス・アセット・マネジメント株式会社,G11257,30.0,07A000,120.0,2023-08-21,2024-08-20,2024-11-20 09:16,有価証券報告書（内国投資信託受益証券）－第9期(2023/08/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
106,S100ULM8,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G14019,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-20 09:16,有価証券報告書（内国投資信託受益証券）－第4期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
